Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,ciliate_predator,Day,Lat_Lon,Pseudomonas_evolution,replicate,collected_by,Isolate,sample_type,strain
SRR18493453,AMPLICON,602,26903380,PRJNA818876,SAMN26992587,Metagenome or environmental,15065920,UNIVERSITY OF TURKU,2018,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX14624922,Finland,Europe,Finland: Helsinki,Illumina MiSeq,Laboratory culture,41AYA_16Samp,PAIRED,PCR,METAGENOMIC,synthetic metagenome,ILLUMINA,2022-03-26T00:00:00Z,41AYA_16Samp,SRP365411,yes,41,60.2251446 N 25.011279 E,ancestral,a,,,,
SRR18493454,AMPLICON,602,57960560,PRJNA818876,SAMN26992586,Metagenome or environmental,28520450,UNIVERSITY OF TURKU,2018,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX14624921,Finland,Europe,Finland: Helsinki,Illumina MiSeq,Laboratory culture,41ANC_16Samp,PAIRED,PCR,METAGENOMIC,synthetic metagenome,ILLUMINA,2022-03-26T00:00:00Z,41ANC_16Samp,SRP365411,no,41,60.2251446 N 25.011279 E,ancestral,c,,,,
SRR18493455,AMPLICON,602,40811988,PRJNA818876,SAMN26992585,Metagenome or environmental,20101477,UNIVERSITY OF TURKU,2018,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX14624920,Finland,Europe,Finland: Helsinki,Illumina MiSeq,Laboratory culture,41ANB_16Samp,PAIRED,PCR,METAGENOMIC,synthetic metagenome,ILLUMINA,2022-03-26T00:00:00Z,41ANB_16Samp,SRP365411,no,41,60.2251446 N 25.011279 E,ancestral,b,,,,
SRR18493456,AMPLICON,602,48619326,PRJNA818876,SAMN26992584,Metagenome or environmental,24445122,UNIVERSITY OF TURKU,2018,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX14624919,Finland,Europe,Finland: Helsinki,Illumina MiSeq,Laboratory culture,41ANA_16Samp,PAIRED,PCR,METAGENOMIC,synthetic metagenome,ILLUMINA,2022-03-26T00:00:00Z,41ANA_16Samp,SRP365411,no,41,60.2251446 N 25.011279 E,ancestral,a,,,,
SRR18493457,AMPLICON,602,91782124,PRJNA818876,SAMN26992583,Metagenome or environmental,44745759,UNIVERSITY OF TURKU,2018,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX14624918,Finland,Europe,Finland: Helsinki,Illumina MiSeq,Laboratory culture,04CYC_16Samp,PAIRED,PCR,METAGENOMIC,synthetic metagenome,ILLUMINA,2022-03-26T00:00:00Z,04CYC_16Samp,SRP365411,yes,4,60.2251446 N 25.011279 E,coevolved,c,,,,
SRR18493458,AMPLICON,602,173552386,PRJNA818876,SAMN26992582,Metagenome or environmental,84124580,UNIVERSITY OF TURKU,2018,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX14624917,Finland,Europe,Finland: Helsinki,Illumina MiSeq,Laboratory culture,04CYB_16Samp,PAIRED,PCR,METAGENOMIC,synthetic metagenome,ILLUMINA,2022-03-26T00:00:00Z,04CYB_16Samp,SRP365411,yes,4,60.2251446 N 25.011279 E,coevolved,b,,,,
SRR18493459,AMPLICON,602,294487564,PRJNA818876,SAMN26992573,Metagenome or environmental,150551866,UNIVERSITY OF TURKU,2018,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX14624916,Finland,Europe,Finland: Helsinki,Illumina MiSeq,Laboratory culture,04ANB_16Samp,PAIRED,PCR,METAGENOMIC,synthetic metagenome,ILLUMINA,2022-03-26T00:00:00Z,04ANB_16Samp,SRP365411,no,4,60.2251446 N 25.011279 E,ancestral,b,,,,
SRR18493460,AMPLICON,602,236351220,PRJNA818876,SAMN26992572,Metagenome or environmental,122874704,UNIVERSITY OF TURKU,2018,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX14624915,Finland,Europe,Finland: Helsinki,Illumina MiSeq,Laboratory culture,04ANA_16Samp,PAIRED,PCR,METAGENOMIC,synthetic metagenome,ILLUMINA,2022-03-26T00:00:00Z,04ANA_16Samp,SRP365411,no,4,60.2251446 N 25.011279 E,ancestral,a,,,,
SRR18441242,WGS,297,346426543,PRJNA818876,SAMN26886301,"Microbe\, viral or environmental",140699377,UNIVERSITY OF TURKU,1989,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX14574407,United Kingdom,Europe,United Kingdom,Illumina NovaSeq 6000,"Phyllosphere of sugar beet\, collected from Oxford University farm\, Wytham\, Oxfordshire\, UK",Pf_E3,PAIRED,RANDOM,GENOMIC,Pseudomonas fluorescens,ILLUMINA,2022-03-23T00:00:00Z,Pf_E3,SRP365411,,,,,,Mark Bailey,Coevolved line 3,Cell culture,SBW25
SRR18441243,WGS,296,318520256,PRJNA818876,SAMN26886300,"Microbe\, viral or environmental",129425640,UNIVERSITY OF TURKU,1989,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX14574406,United Kingdom,Europe,United Kingdom,Illumina NovaSeq 6000,"Phyllosphere of sugar beet\, collected from Oxford University farm\, Wytham\, Oxfordshire\, UK",Pf_E2,PAIRED,RANDOM,GENOMIC,Pseudomonas fluorescens,ILLUMINA,2022-03-23T00:00:00Z,Pf_E2,SRP365411,,,,,,Mark Bailey,Coevolved line 2,Cell culture,SBW25
SRR18441244,WGS,296,304822517,PRJNA818876,SAMN26886299,"Microbe\, viral or environmental",123641189,UNIVERSITY OF TURKU,1989,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX14574405,United Kingdom,Europe,United Kingdom,Illumina NovaSeq 6000,"Phyllosphere of sugar beet\, collected from Oxford University farm\, Wytham\, Oxfordshire\, UK",Pf_E1,PAIRED,RANDOM,GENOMIC,Pseudomonas fluorescens,ILLUMINA,2022-03-23T00:00:00Z,Pf_E1,SRP365411,,,,,,Mark Bailey,Coevolved line 1,Cell culture,SBW25
SRR18441245,WGS,297,472768440,PRJNA818876,SAMN26886298,"Microbe\, viral or environmental",191709864,UNIVERSITY OF TURKU,1989,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX14574404,United Kingdom,Europe,United Kingdom,Illumina NovaSeq 6000,"Phyllosphere of sugar beet\, collected from Oxford University farm\, Wytham\, Oxfordshire\, UK",Pf_ANC,PAIRED,RANDOM,GENOMIC,Pseudomonas fluorescens,ILLUMINA,2022-03-23T00:00:00Z,Pf_ANC,SRP365411,,,,,,Mark Bailey,Progenitor,Cell culture,SBW25
